date,open,high,close,low,volume,amount
2008/5/8,1.5,1.53,1.52,1.46,4139334,21745723
2008/5/9,1.53,1.55,1.54,1.5,4340594,23184557
2008/5/12,1.53,1.62,1.58,1.53,6450243,35962180
2008/5/13,1.54,1.59,1.56,1.5,5381107,29014171
2008/5/14,1.54,1.58,1.57,1.5,4682185,25527579
2008/5/15,1.57,1.62,1.58,1.56,3019955,16844673
2008/5/16,1.58,1.58,1.54,1.53,2091698,11413969
2008/5/19,1.57,1.59,1.55,1.54,1583150,8686874
2008/5/20,1.55,1.59,1.48,1.48,3168633,17055480
2008/5/22,1.53,1.53,1.48,1.45,2204718,11518795
2008/5/23,1.42,1.48,1.4,1.4,4007238,19915510
2008/5/26,1.39,1.44,1.41,1.38,1422167,7037344
2008/5/27,1.4,1.46,1.45,1.4,1333799,6697061
2008/5/28,1.45,1.46,1.45,1.39,1510217,7631762
2008/5/29,1.45,1.47,1.4,1.4,2262151,11299972
2008/5/30,1.39,1.43,1.4,1.37,1414460,6976141
2008/6/2,1.4,1.48,1.45,1.39,2749221,13823676
2008/6/3,1.44,1.48,1.46,1.44,1473770,7531431
2008/6/4,1.46,1.46,1.41,1.4,1285497,6388874
2008/6/5,1.4,1.43,1.4,1.38,935083,4614750
2008/6/6,1.4,1.43,1.4,1.38,856590,4239611
2008/6/10,1.35,1.35,1.33,1.33,749179,3508615
2008/6/11,1.27,1.28,1.27,1.27,2475016,11000556
2008/6/12,1.25,1.28,1.21,1.21,1786912,7656968
2008/6/13,1.21,1.25,1.2,1.15,1813104,7598649
2008/6/16,1.18,1.26,1.25,1.18,3974368,17362985
2008/6/17,1.23,1.3,1.21,1.19,3808511,16784234
2008/6/18,1.2,1.26,1.22,1.15,3421896,14548739
2008/6/19,1.22,1.22,1.16,1.16,2390941,9840700
2008/6/20,1.16,1.19,1.11,1.11,2788810,11149340
2008/6/23,1.11,1.11,1.05,1.05,2415201,8963007
2008/6/24,1.03,1.06,1.04,1,3403143,12156058
2008/6/26,1.09,1.09,1.09,1.09,497680,1906114
2008/6/27,1.13,1.13,1.11,1.08,3336015,12970837
2008/6/30,1.06,1.17,1.17,1.06,4012497,16251332
2008/7/1,1.2,1.22,1.15,1.11,1732151,6934375
2008/7/2,1.13,1.17,1.15,1.13,689733,2771725
2008/7/3,1.15,1.19,1.17,1.11,1200885,4910538
2008/7/4,1.15,1.21,1.19,1.14,1156087,4804100
2008/7/7,1.17,1.25,1.25,1.17,1894816,8272524
2008/7/8,1.3,1.31,1.29,1.25,2485521,11294289
2008/7/9,1.28,1.32,1.29,1.28,2273289,10305853
2008/7/10,1.3,1.35,1.29,1.28,2121628,9829748
2008/7/11,1.29,1.32,1.32,1.25,1484829,6736218
2008/7/14,1.32,1.34,1.3,1.28,1781818,8156620
2008/7/15,1.3,1.33,1.26,1.25,1130319,5072750
2008/7/17,1.25,1.25,1.2,1.2,1542899,6563265
2008/7/18,1.2,1.2,1.18,1.14,1791852,7236701
2008/7/21,1.18,1.23,1.23,1.17,1071537,4566264
2008/7/22,1.24,1.26,1.23,1.18,906820,3920490
2008/7/23,1.22,1.25,1.23,1.22,726799,3135323
2008/7/24,1.24,1.25,1.23,1.2,1989216,8510629
2008/7/25,1.23,1.26,1.25,1.2,1433480,6208859
2008/7/28,1.24,1.27,1.26,1.24,1298587,5720982
2008/7/29,1.25,1.25,1.22,1.19,1078079,4582227
2008/7/30,1.21,1.23,1.21,1.18,844721,3556841
2008/7/31,1.2,1.2,1.15,1.15,1126123,4575976
2008/8/1,1.15,1.15,1.13,1.09,878583,3454732
2008/8/4,1.12,1.15,1.13,1.11,435000,1730179
2008/8/5,1.13,1.14,1.11,1.1,347572,1366557
2008/8/6,1.11,1.13,1.11,1.1,268788,1049529
2008/8/7,1.13,1.15,1.15,1.11,553458,2216421
2008/8/8,1.16,1.16,1.09,1.09,880700,3402603
2008/8/11,1.11,1.14,1.03,1.03,341100,1254495
2008/8/12,0.99,1,0.98,0.98,710700,2456268
2008/8/13,0.94,0.97,0.94,0.93,447109,1480065
2008/8/14,0.94,0.97,0.94,0.93,563500,1868975
2008/8/15,0.95,0.99,0.99,0.9,790152,2656569
2008/8/18,0.99,1.01,0.94,0.94,553100,1866924
2008/8/19,0.9,0.98,0.97,0.9,1056058,3530967
2008/8/20,0.93,1.02,1.01,0.93,1679745,5893587
2008/8/21,1,1.02,1,0.97,842801,2948956
2008/8/22,1,1.01,0.98,0.95,493788,1690443
2008/8/25,0.98,1.01,0.99,0.94,561406,1939720
2008/8/26,0.97,0.99,0.96,0.95,853936,2878232
2008/8/27,0.96,0.97,0.95,0.93,367104,1228658
2008/8/28,0.97,0.97,0.94,0.91,1277823,4207295
2008/8/29,0.94,0.96,0.95,0.92,682733,2273251
2008/9/1,0.93,0.96,0.94,0.91,585666,1933839
2008/9/2,0.94,0.94,0.89,0.89,1039890,3287640
2008/9/3,0.88,0.89,0.86,0.85,1105650,3336262
2008/9/4,0.85,0.89,0.88,0.83,648137,1935349
2008/9/8,0.83,0.86,0.83,0.83,701800,2071915
2008/9/9,0.81,0.83,0.8,0.79,753690,2124984
2008/9/10,0.81,0.83,0.83,0.79,698598,1985267
2008/9/11,0.8,0.82,0.79,0.79,449400,1252057
2008/9/12,0.78,0.78,0.76,0.75,3773269,9929006
2008/9/16,0.76,0.76,0.73,0.73,625300,1597996
2008/9/17,0.69,0.73,0.69,0.69,1635656,4005479
2008/9/18,0.66,0.67,0.66,0.66,899000,2078205
2008/9/19,0.69,0.69,0.69,0.68,9628136,23338446
2008/9/22,0.7,0.73,0.7,0.66,8187555,19995998
2008/9/23,0.67,0.67,0.66,0.66,1149600,2670344
2008/9/24,0.63,0.65,0.63,0.63,4687300,10354248
2008/9/25,0.63,0.66,0.66,0.63,5214914,12003540
2008/9/26,0.7,0.7,0.7,0.68,2225548,5426239
2008/10/6,0.71,0.73,0.73,0.66,5111307,12750054
2008/10/7,0.72,0.74,0.73,0.7,1161767,2952745
2008/10/8,0.72,0.73,0.72,0.69,1766500,4366923
2008/10/9,0.72,0.73,0.7,0.7,847800,2104625
2008/10/10,0.68,0.68,0.67,0.67,998208,2337378
2008/10/13,0.64,0.7,0.7,0.63,3492000,8246240
2008/10/14,0.71,0.72,0.69,0.67,1633002,3954841
2008/10/15,0.67,0.71,0.7,0.67,1218912,2969143
2008/10/16,0.67,0.73,0.69,0.67,3902039,9649381
2008/10/17,0.68,0.7,0.68,0.66,2602808,6124580
2008/10/20,0.69,0.69,0.68,0.67,1202469,2881306
2008/10/21,0.68,0.69,0.68,0.67,900902,2153180
2008/10/22,0.68,0.68,0.68,0.66,512241,1216088
2008/10/23,0.67,0.71,0.71,0.66,9393930,22817172
2008/10/24,0.7,0.75,0.75,0.7,10538510,27382060
2008/11/26,0.79,0.79,0.79,0.79,65399,180501
2008/11/27,0.83,0.83,0.83,0.83,579650,1680985
2008/11/28,0.87,0.87,0.79,0.79,15845688,45441800
2008/12/3,0.82,0.83,0.79,0.75,13527097,37558804
2008/12/4,0.78,0.8,0.78,0.76,10869318,29822968
2008/12/5,0.77,0.82,0.79,0.77,8182034,22946852
2008/12/8,0.78,0.83,0.83,0.78,13059474,37662584
2008/12/9,0.84,0.86,0.85,0.79,11958254,34553952
2008/12/10,0.84,0.87,0.86,0.82,14665164,43488768
2008/12/11,0.86,0.9,0.86,0.84,10803747,33194598
2008/12/15,0.82,0.83,0.82,0.82,2223900,6393711
2008/12/16,0.78,0.79,0.78,0.78,4788037,13105213
2008/12/17,0.78,0.79,0.77,0.76,6967443,18983708
2008/12/18,0.78,0.81,0.81,0.78,3109136,8769053
2008/12/19,0.84,0.85,0.81,0.8,10833693,31614390
2008/12/22,0.8,0.81,0.79,0.77,5261330,14469201
2008/12/23,0.79,0.82,0.76,0.76,5421411,14867470
2008/12/24,0.73,0.75,0.73,0.72,5624092,14216689
2008/12/26,0.69,0.72,0.69,0.69,9126799,22215896
2008/12/29,0.67,0.68,0.66,0.66,5817638,13436449
2008/12/30,0.66,0.69,0.69,0.64,6920799,16396110
2008/12/31,0.7,0.72,0.68,0.66,11384527,27518932
2009/1/5,0.68,0.68,0.67,0.65,5466732,12782775
2009/1/6,0.67,0.69,0.68,0.65,9486712,22327130
2009/1/7,0.68,0.7,0.7,0.67,10082559,24283564
2009/1/8,0.68,0.7,0.66,0.66,8312392,19650296
2009/1/9,0.65,0.68,0.67,0.65,5305852,12403172
2009/1/12,0.67,0.69,0.66,0.66,6121906,14421882
2009/1/13,0.66,0.67,0.63,0.63,12731065,28530420
2009/1/15,0.64,0.66,0.66,0.64,13742897,31822770
2009/1/16,0.68,0.68,0.67,0.66,13486915,31759198
2009/1/19,0.67,0.7,0.7,0.67,15506096,37439244
2009/1/20,0.71,0.72,0.7,0.68,10720307,26318496
2009/1/21,0.69,0.7,0.68,0.68,6252440,15154424
2009/1/22,0.68,0.68,0.67,0.65,12896188,29866280
2009/1/23,0.66,0.68,0.67,0.65,8239192,19197668
2009/2/2,0.66,0.7,0.69,0.66,11100649,26591024
2009/2/3,0.69,0.71,0.71,0.68,12185165,29939528
2009/2/4,0.71,0.74,0.74,0.71,12391514,31453652
2009/2/5,0.75,0.76,0.74,0.73,15424947,40351688
2009/2/6,0.73,0.77,0.77,0.73,18409840,49519264
2009/2/9,0.8,0.81,0.8,0.78,17200018,48249592
2009/2/10,0.8,0.84,0.84,0.77,16354800,46015952
2009/2/11,0.83,0.87,0.83,0.8,13986013,41538240
2009/2/12,0.83,0.85,0.84,0.8,12181195,35361640
2009/2/13,0.83,0.87,0.86,0.83,13743534,41215952
2009/2/16,0.87,0.9,0.9,0.86,15292543,47809076
2009/2/17,0.92,0.95,0.86,0.85,18852216,59871116
2009/2/18,0.82,0.85,0.81,0.81,11945868,34526424
2009/2/19,0.79,0.82,0.8,0.78,8214563,23033202
2009/2/20,0.81,0.84,0.84,0.79,8920965,25658516
2009/2/23,0.85,0.88,0.87,0.84,8786620,26546814
2009/2/24,0.86,0.87,0.83,0.83,9733775,28747176
2009/2/25,0.82,0.83,0.8,0.79,11671477,32730112
2009/2/26,0.8,0.84,0.84,0.8,15792748,46602784
2009/2/27,0.85,0.89,0.89,0.84,6520199,20047792
2009/3/2,0.93,0.93,0.93,0.89,5469423,17858652
2009/3/3,0.95,0.95,0.89,0.89,22883552,72208960
2009/3/4,0.84,0.92,0.9,0.84,21383654,65823256
2009/3/5,0.9,0.92,0.87,0.86,16871136,52508500
2009/3/6,0.84,0.91,0.86,0.84,14375042,44406080
2009/3/9,0.82,0.86,0.82,0.82,19597328,56896968
2009/3/10,0.79,0.83,0.81,0.78,11552402,32644124
2009/3/11,0.82,0.85,0.85,0.81,15873736,46564080
2009/3/12,0.86,0.88,0.83,0.82,14612601,43823608
2009/3/13,0.82,0.85,0.79,0.79,24438344,69593128
2012/3/13,3.09,3.11,3.08,3.04,9201609,99075712
2012/3/19,2.79,2.86,2.84,2.79,6743529,67146720
2012/3/20,2.83,2.86,2.76,2.75,7039021,69034056
2012/3/21,2.8,2.87,2.82,2.76,8555930,84609232
2012/3/23,2.93,2.94,2.9,2.86,8330100,84647032
2012/3/26,2.91,2.98,2.96,2.88,7464406,76829480
2012/3/27,2.98,3,2.87,2.85,7915322,80608184
2012/3/28,2.85,2.85,2.73,2.73,9560358,91897608
2012/3/29,2.62,2.62,2.59,2.59,6260199,57003216
2012/3/30,2.56,2.59,2.49,2.46,9787550,86158760
2012/4/9,2.37,2.4,2.34,2.32,8349399,69310544
2012/4/10,2.33,2.35,2.31,2.23,10381389,83133848
2012/4/11,2.27,2.38,2.36,2.27,9476778,76891144
2012/4/12,2.35,2.38,2.36,2.32,9913986,81834696
2012/4/13,2.36,2.46,2.42,2.35,9884935,83510304
2012/4/18,2.45,2.47,2.4,2.33,11314962,94991104
2012/4/19,2.38,2.42,2.39,2.36,6526426,54713076
2012/4/20,2.38,2.4,2.36,2.35,6875593,57092004
2012/4/23,2.35,2.35,2.24,2.24,7944502,63514884
2012/4/24,2.17,2.19,2.13,2.13,6914960,52039104
2012/4/25,2.1,2.12,2.1,2.06,7931212,58151944
2012/4/26,2.1,2.17,2.12,2.1,6134083,46112520
2012/4/27,2.12,2.21,2.19,2.1,5753768,43802932
2012/5/8,2.22,2.3,2.24,2.15,9066406,71073064
2012/5/11,2.28,2.46,2.46,2.25,11162865,93721264
2012/5/16,2.37,2.38,2.27,2.26,10385967,84414512
2012/5/17,2.25,2.36,2.3,2.25,8621355,70310616
2012/5/18,2.26,2.26,2.12,2.1,11756317,90144560
2012/5/21,2.08,2.13,2.06,1.99,9146906,65983788
2012/5/22,2.07,2.08,2.07,2.04,5286372,38285304
2012/5/24,2.06,2.28,2.28,2.05,7168442,55492600
2012/6/1,2.35,2.39,2.34,2.32,8100348,66820352
2012/6/4,2.28,2.32,2.17,2.17,10774744,85079280
2012/6/5,2.17,2.19,2.13,2.11,6969116,52538936
2012/6/6,2.13,2.18,2.17,2.13,5742510,43529524
2012/6/7,2.2,2.22,2.11,2.1,5663484,42924340
2012/6/8,2.12,2.16,2.11,2.07,5256244,38276216
2012/6/12,2.13,2.32,2.32,2.13,6019619,46909240
2012/6/19,2.41,2.44,2.39,2.37,11318188,93329552
2012/6/21,2.41,2.41,2.33,2.33,8589001,69625488
2012/6/25,2.29,2.31,2.18,2.15,9482074,72754592
2012/7/24,2.06,2.14,2.1,2.05,10747052,77859280
2012/7/26,2.07,2.13,2.08,2.05,9027366,64859748
2012/7/27,2.09,2.12,2.12,2.07,8391703,60491688
2012/7/31,1.86,1.88,1.78,1.76,13252976,81673816
2012/8/1,1.77,1.82,1.81,1.77,8866801,54997252
2012/8/3,1.85,1.88,1.87,1.83,11910099,76128880
2012/8/9,1.96,1.97,1.96,1.92,11542731,77474368
2012/8/10,1.96,2.01,1.94,1.92,11414545,76865512
2012/8/13,1.93,1.93,1.82,1.81,11104700,71269592
2012/8/14,1.82,1.86,1.85,1.79,7923673,49956824
2012/8/15,1.83,1.85,1.81,1.8,5951089,37384684
2012/8/16,1.8,1.82,1.78,1.78,4009210,24819120
2012/8/17,1.79,1.85,1.81,1.78,5820121,36456480
2012/8/20,1.79,1.83,1.82,1.75,5415095,33222388
2012/8/21,1.81,2,1.88,1.8,11941040,77654464
2012/8/22,1.88,1.91,1.85,1.83,7104699,45524800
2012/8/23,1.84,1.87,1.85,1.82,6201556,39334808
2012/8/24,1.84,1.84,1.77,1.76,6894717,42676812
2012/8/27,1.75,1.75,1.71,1.7,4646210,27538216
2012/8/28,1.72,1.77,1.75,1.71,4975168,29985740
2012/8/29,1.74,1.82,1.75,1.72,6795883,41458624
2012/8/30,1.72,1.76,1.72,1.66,7125866,41962060
2012/9/3,1.68,1.77,1.75,1.66,10583166,62532760
2012/9/4,1.73,1.77,1.73,1.7,8272740,49216268
2012/9/5,1.69,1.77,1.73,1.69,7375454,43790664
2012/9/6,1.72,1.74,1.74,1.69,7954966,47049880
2012/9/10,1.79,1.85,1.84,1.78,15584567,97630512
2012/9/17,1.85,1.86,1.79,1.78,11513366,71661752
2012/9/18,1.8,1.81,1.77,1.76,5071785,31212266
2012/9/19,1.78,1.79,1.79,1.76,4002779,24504788
2012/9/20,1.79,1.79,1.69,1.68,7027638,41801016
2012/9/21,1.69,1.69,1.67,1.66,4878440,28192298
2012/9/24,1.67,1.79,1.73,1.62,8337439,48825964
2012/9/25,1.71,1.73,1.71,1.69,4784222,28179494
2012/9/26,1.71,1.72,1.66,1.66,3816635,22023004
2012/9/27,1.65,1.73,1.69,1.64,6095405,35315096
2012/9/28,1.68,1.73,1.71,1.67,6337241,37157664
2012/10/8,1.7,1.73,1.71,1.68,5718778,33669232
2012/10/9,1.7,1.77,1.75,1.7,10295731,61910688
2012/10/12,1.88,1.91,1.82,1.82,13148230,84173680
2012/10/15,1.84,1.84,1.7,1.66,13390383,79225768
2012/10/16,1.73,1.8,1.73,1.72,10876915,65822084
2012/10/17,1.72,1.8,1.76,1.69,8984202,54076104
2012/10/18,1.75,1.84,1.83,1.74,15356711,94841112
2012/10/19,1.81,1.83,1.79,1.78,9636200,59821904
2012/10/22,1.79,1.88,1.86,1.78,13184250,83303536
2012/10/23,1.86,1.89,1.84,1.82,9873072,62833560
2012/10/26,1.92,1.93,1.82,1.8,11918091,76095456
2012/10/29,1.85,1.92,1.83,1.82,10070337,64498748
2012/10/30,1.8,1.84,1.77,1.77,7604329,46976560
2012/10/31,1.77,1.81,1.79,1.75,4692720,28767116
2012/11/1,1.77,1.86,1.84,1.77,7398129,46655756
2012/11/2,1.84,1.86,1.84,1.82,4684848,29629800
2012/11/5,1.84,1.9,1.86,1.82,5929342,38072720
2012/11/6,1.88,1.89,1.88,1.81,9549989,61124468
2012/11/7,1.86,1.9,1.86,1.84,6466035,41676220
2012/11/8,1.83,1.84,1.77,1.76,7597709,46868720
2012/11/9,1.74,1.76,1.72,1.71,4679527,27936258
2012/11/13,1.74,1.81,1.74,1.72,8165092,49655904
2012/11/14,1.7,1.74,1.69,1.66,5594633,32459808
2012/11/15,1.67,1.68,1.65,1.65,3666198,21019212
2012/11/16,1.65,1.65,1.62,1.59,4969719,27542044
2012/11/19,1.61,1.64,1.63,1.61,3456632,19278314
2012/11/20,1.63,1.64,1.62,1.61,2613302,14580617
2012/11/21,1.62,1.7,1.66,1.6,5298391,30052080
2012/11/22,1.64,1.68,1.64,1.64,3890510,22145984
2012/11/23,1.64,1.66,1.64,1.64,2308737,13097145
2012/11/26,1.63,1.65,1.62,1.61,2013682,11269437
2012/11/27,1.61,1.62,1.49,1.48,5109995,27064074
2012/11/28,1.47,1.53,1.49,1.46,4494990,23183556
2012/11/29,1.5,1.54,1.46,1.45,4702659,24153988
2012/11/30,1.44,1.5,1.47,1.44,7499505,37832828
2012/12/3,1.49,1.49,1.33,1.32,9496590,45414184
2012/12/4,1.29,1.36,1.35,1.28,7048013,31926700
2012/12/5,1.34,1.43,1.4,1.34,9128585,43638008
2012/12/6,1.4,1.4,1.37,1.36,5781375,27347548
2012/12/7,1.36,1.43,1.42,1.36,8640350,41679324
2012/12/10,1.42,1.49,1.47,1.41,12392106,62199064
2012/12/11,1.47,1.5,1.49,1.43,11135715,56496776
2012/12/12,1.51,1.52,1.49,1.45,7821509,39916664
2012/12/13,1.5,1.55,1.48,1.47,10714366,55913560
2012/12/14,1.47,1.57,1.54,1.45,13228987,69225024
2012/12/17,1.54,1.64,1.59,1.51,17795348,96136544
2012/12/19,1.67,1.72,1.64,1.63,16710320,96257728
2012/12/24,1.63,1.68,1.65,1.61,11510725,64977784
2012/12/25,1.66,1.7,1.68,1.66,11281920,65333124
2012/12/26,1.67,1.7,1.69,1.66,6725722,38918768
2012/12/27,1.69,1.7,1.65,1.65,8987238,51758584
2012/12/28,1.64,1.66,1.63,1.61,7092649,39938784
2012/12/31,1.63,1.64,1.64,1.61,5859796,32866316
2013/1/7,1.73,1.77,1.76,1.72,16146296,97035136
2013/1/8,1.75,1.77,1.75,1.69,14166641,84402608
2013/1/17,1.92,1.97,1.91,1.89,7476345,49580176
2013/1/18,1.92,1.93,1.87,1.83,13939815,89642224
2013/1/21,1.88,1.89,1.89,1.83,10803232,69078568
2013/1/22,1.87,1.95,1.87,1.84,13639106,89082928
2013/1/23,1.84,1.88,1.88,1.83,6996076,44563300
2013/1/24,1.88,1.9,1.79,1.78,10775922,68210824
2013/1/25,1.8,1.84,1.77,1.77,5788551,35975624
2013/1/28,1.77,1.81,1.81,1.76,5239750,32262256
2013/1/29,1.82,1.82,1.81,1.78,5597050,34709584
2013/1/30,1.81,1.82,1.81,1.79,5659829,35035460
2013/1/31,1.8,1.84,1.82,1.79,6433748,40107440
2013/2/1,1.8,1.81,1.77,1.75,7843936,47872836
2013/2/4,1.76,1.77,1.72,1.7,6561933,39267004
2013/2/5,1.71,1.75,1.73,1.69,5187270,30735740
2013/2/6,1.73,1.75,1.75,1.7,6783109,40419592
2013/2/7,1.75,1.75,1.73,1.72,5338007,31810216
2013/2/8,1.73,1.76,1.76,1.72,6328576,38131480
2013/2/27,1.97,2.01,1.99,1.95,13115233,89582136
2013/3/11,2.01,2.07,2.05,1.98,10688467,74834288
2013/3/13,1.95,1.95,1.86,1.81,15592065,99986232
2013/3/14,1.84,1.87,1.84,1.82,6802989,43124012
2013/3/15,1.84,1.89,1.87,1.8,9274968,58999664
2013/3/19,1.9,1.9,1.87,1.82,7919316,50801064
2013/3/20,1.88,2,1.97,1.87,13454493,89952144
2013/3/22,2,2.01,1.99,1.96,9315538,63653016
2013/3/25,2,2,1.96,1.95,7025583,47531200
2013/3/26,1.96,1.97,1.92,1.88,6698183,44118008
2013/3/27,1.93,1.96,1.96,1.91,5849132,38848388
2013/3/28,1.94,1.98,1.91,1.9,7827550,52380124
2013/3/29,1.92,1.99,1.94,1.9,6297034,42245036
2013/4/1,1.92,1.94,1.91,1.86,5592543,36624892
2013/4/2,1.92,1.93,1.9,1.89,3930664,25908774
2013/4/3,1.91,1.91,1.83,1.81,6329308,40133904
2013/4/8,1.8,1.87,1.86,1.74,5601430,34555184
2013/4/9,1.88,1.92,1.91,1.86,6877443,44890924
2013/4/11,1.93,1.99,1.92,1.92,7456399,49930816
2013/4/12,1.94,1.94,1.9,1.87,6616621,43367120
2013/4/15,1.89,1.89,1.81,1.8,5850779,36949764
2013/4/16,1.79,1.84,1.84,1.77,3995758,25041960
2013/4/17,1.84,1.85,1.84,1.81,3863568,24380720
2013/4/18,1.84,1.85,1.82,1.82,3516431,22148244
2013/4/19,1.83,1.89,1.87,1.82,6522035,41655588
2013/4/22,1.85,1.87,1.86,1.84,5087954,32479556
2013/4/23,1.86,1.96,1.95,1.82,10461738,67770688
2013/4/24,1.88,1.9,1.88,1.82,13454204,86363440
2013/4/25,1.86,1.87,1.82,1.82,7625924,48161216
2013/4/26,1.83,1.84,1.82,1.81,4292429,26903296
2013/5/2,1.82,1.84,1.84,1.8,3157540,19858328
2013/5/3,1.84,1.88,1.87,1.84,4508941,28980092
2013/5/6,1.86,1.89,1.87,1.84,6248157,39975100
2013/5/7,1.86,1.89,1.88,1.86,4863883,31433864
2013/5/8,1.88,1.91,1.89,1.87,6585148,42853204
2013/5/9,1.85,1.86,1.84,1.83,8373521,52940724
2013/5/10,1.83,1.88,1.87,1.82,5490780,35054580
2013/5/13,1.88,1.95,1.9,1.87,8838483,58163556
2013/5/17,2.02,2.09,2.04,2,11528919,81008800
2013/5/29,2.3,2.34,2.3,2.26,11223276,80485208
2013/5/31,2.25,2.29,2.21,2.21,12414026,87366440
2013/6/3,2.2,2.22,2.19,2.15,8809844,59885344
2013/6/5,2.24,2.24,2.22,2.16,14508122,99802824
2013/6/6,2.19,2.21,2.09,2.07,11928594,79595544
2013/6/7,2.09,2.11,2.02,2.01,7792889,50080640
2013/6/14,2.06,2.12,2.11,2.03,11430454,74314192
2013/6/18,2.17,2.23,2.19,2.16,13007740,88725712
2013/6/19,2.15,2.15,2.09,2.05,11922077,77662232
2013/6/20,2.05,2.07,2,2,7700931,48929316
2013/6/21,1.96,2.09,2.06,1.92,10821351,67890000
2013/6/24,2.05,2.07,1.95,1.91,8627030,53662920
2013/6/25,1.89,1.98,1.96,1.77,10393292,61235644
2013/6/26,1.97,2.01,2,1.9,10411261,63952968
2013/6/27,2.02,2.03,1.9,1.9,8222082,50196232
2013/6/28,1.9,1.94,1.86,1.83,8024842,47130348
2013/7/1,1.88,1.88,1.85,1.74,7751614,43524060
2013/7/2,1.83,1.91,1.87,1.83,9526810,55823316
2013/7/8,2.02,2.02,1.95,1.93,9043270,55507836
2013/7/9,1.96,1.97,1.89,1.87,9250285,54843148
2013/7/10,1.87,1.95,1.95,1.86,11132746,66004376
2013/7/11,1.96,2.01,1.98,1.92,12360318,75906192
2013/7/12,1.97,2.04,1.99,1.95,10904179,68275840
2013/7/17,2.1,2.12,2.08,2.06,14682219,95595320
2013/7/18,2.09,2.09,2.06,2.03,8625534,55252400
2013/7/19,2.08,2.1,1.95,1.95,9861298,62749408
2013/7/22,1.92,1.99,1.98,1.9,7945441,48236120
2013/7/23,1.99,2.04,2.03,1.97,8018470,50311080
2013/7/24,2.05,2.09,2.05,2.02,11181108,71627328
2013/7/30,2.08,2.12,2.05,2,14100345,90745320
2013/7/31,2.04,2.12,2.06,2.04,9040916,58570136
2013/8/1,2.08,2.1,2.09,2.04,10259326,66378040
2013/8/5,2.17,2.17,2.14,2.1,10690902,71147792
2013/8/6,2.14,2.17,2.15,2.12,10144645,67864776
2013/8/9,2.13,2.15,2.09,2.06,13466832,88160816
2013/8/12,2.07,2.13,2.11,2.05,13018300,85242472
2013/8/13,2.11,2.17,2.14,2.1,11894739,79508608
2013/8/14,2.13,2.14,2.1,2.09,10797115,70895904
2013/8/15,2.1,2.11,2.03,2.03,11201964,72126984
2013/8/16,2.03,2.08,2.01,2.01,8907184,56417792
2013/8/19,1.99,2.04,2.03,1.98,5076578,32075390
2013/8/20,2.03,2.04,2,1.99,6429330,40509920
2013/8/21,2,2.03,2.03,1.96,6444732,40134728
2013/8/22,2.02,2.03,1.99,1.98,5823113,36363632
2013/8/23,1.99,2.01,1.95,1.93,6258064,38444612
2013/8/26,1.96,2.02,2.01,1.96,6608970,40948012
2013/8/27,2,2.03,2.01,1.98,5872323,36620932
2013/8/28,2.01,2.16,2.03,2.01,14841073,95851440
2013/8/29,2.03,2.11,2.09,2.03,13689364,88268976
2013/9/9,2.15,2.17,2.15,2.12,11461527,76608120
2013/9/12,2.13,2.17,2.12,2.08,14759452,97546936
2013/9/13,2.11,2.11,2.1,2.07,8049622,52557612
2013/9/16,2.1,2.14,2.12,2.09,12186007,80461896
2013/9/17,2.11,2.11,2.03,2.02,10751708,69008384
2013/9/18,2.03,2.04,2.04,1.98,7264386,45638720
2013/9/25,2.03,2.06,2.01,2,12952568,81933696
2013/9/26,2.01,2.05,1.99,1.99,9376423,59040552
2013/9/27,2.01,2.03,2.01,1.95,15042661,93324344
2013/10/11,2.15,2.19,2.17,2.12,14478570,97756208
2013/10/15,2.19,2.2,2.15,2.12,13422922,89949376
2013/11/20,2.56,2.6,2.6,2.55,9949960,80001096
2013/11/27,2.64,2.7,2.66,2.62,11639688,96472568
2013/11/28,2.65,2.68,2.65,2.62,11455327,94686032
2013/11/29,2.63,2.67,2.61,2.6,8735951,71619184
2013/12/3,2.41,2.48,2.47,2.4,5510234,42236488
2013/12/4,2.47,2.53,2.46,2.45,8055725,62679824
2013/12/5,2.45,2.52,2.51,2.44,6244875,48562516
2013/12/6,2.53,2.56,2.51,2.45,6516440,50961664
2013/12/9,2.51,2.52,2.49,2.48,4648364,36185856
2013/12/10,2.51,2.55,2.5,2.49,4978675,39197512
2013/12/11,2.51,2.51,2.41,2.39,7665443,58006404
2013/12/12,2.39,2.44,2.41,2.39,3519510,26545444
2013/12/13,2.4,2.44,2.43,2.38,3606399,27157160
2013/12/16,2.44,2.45,2.35,2.35,4569384,34034688
2013/12/17,2.36,2.45,2.4,2.35,5875446,44119424
2013/12/18,2.37,2.42,2.41,2.37,2684373,20089696
2013/12/19,2.41,2.43,2.36,2.36,2930410,21820956
2013/12/20,2.36,2.39,2.33,2.32,3871440,28330600
2013/12/23,2.33,2.34,2.29,2.26,2987283,21345170
2013/12/24,2.32,2.36,2.32,2.3,2547208,18495508
2013/12/25,2.34,2.38,2.37,2.32,2826021,20733288
2013/12/26,2.37,2.37,2.3,2.3,3555577,25806018
2013/12/30,2.46,2.5,2.47,2.45,6026405,46400148
2013/12/31,2.46,2.56,2.51,2.46,10863933,85776960
2014/1/2,2.48,2.52,2.51,2.43,7564419,58191600
2014/1/3,2.55,2.65,2.55,2.54,10242449,82717144
2014/1/6,2.52,2.6,2.59,2.46,8253790,65410700
